EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencion,anio_fecha,mes_fecha,dia_semana
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,15,1,influenza y neumonia,92,10,10,14,39,19,08-04-2024,f,c3,58331.0,2024-04-08,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,15,2,infeccion respiratoria aguda alta,88,5,8,22,39,14,2024/04/08,m,c5,85004.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,15,3,bronquitis/bronquiolitis aguda,133,43,37,25,23,5,08-04-2024,m,c3,92724.0,2024-04-08,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,15,4,crisis asmática,77,3,13,23,29,9,08.04.24,m,c2,107117.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,15,5,insuficiencia respiratoria aguda,137,3,3,14,42,75,08-04-2024,m,c1,131771.0,2024-04-08,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,hospitalaria (ueh),-33.4372,-70.7766,baja complejidad,2024,15,6,covid-19 sospecha/confirmada,158,6,17,37,71,27,08.04.24,f,c3,31726.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,15,1,influenza y neumonia,175,15,20,28,66,46,2024/04/08,m,c3,88763.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,15,2,infeccion respiratoria aguda alta,87,12,9,19,36,11,08-04-2024,m,c5,158288.0,2024-04-08,2024.0,4.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,15,3,bronquitis/bronquiolitis aguda,89,29,16,15,26,3,08-04-2024,f,c4,74059.0,2024-04-08,2024.0,4.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,15,4,crisis asmática,186,7,23,62,73,21,08-04-2024,f,c4,134464.0,2024-04-08,2024.0,4.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,15,5,insuficiencia respiratoria aguda,200,8,4,15,75,98,2024/04/08,f,c3,72802.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,15,6,covid-19 sospecha/confirmada,99,13,9,15,47,15,2024/04/08,f,c2,96263.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,16,1,influenza y neumonia,256,18,27,39,120,52,2024/04/15,f,c3,78335.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,16,2,infeccion respiratoria aguda alta,180,11,17,35,87,30,15-04-2024,m,c2,55462.0,2024-04-15,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,16,3,bronquitis/bronquiolitis aguda,88,31,23,15,15,4,15-04-2024,m,c2,106991.0,2024-04-15,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,16,4,crisis asmática,126,3,17,31,62,13,15-04-2024,f,c5,126600.0,2024-04-15,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,16,5,insuficiencia respiratoria aguda,169,3,9,13,61,83,2024/04/15,m,c3,112719.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,16,6,covid-19 sospecha/confirmada,73,5,10,12,38,8,2024/04/15,m,c2,150855.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,16,1,influenza y neumonia,220,17,24,25,108,46,2024/04/15,f,c3,43270.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,16,2,infeccion respiratoria aguda alta,111,14,9,22,43,23,15.04.24,m,c1,90614.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,16,3,bronquitis/bronquiolitis aguda,176,52,41,36,36,11,2024/04/15,m,c5,118079.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,16,4,crisis asmática,60,3,13,14,24,6,2024/04/15,f,c4,100028.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,16,5,insuficiencia respiratoria aguda,76,5,8,3,26,34,2024/04/15,f,c3,67463.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,16,6,covid-19 sospecha/confirmada,80,3,13,20,34,10,15.04.24,m,c2,106509.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,16,1,influenza y neumonia,148,8,9,18,69,24,2024/04/15,f,c3,78789.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,16,2,infeccion respiratoria aguda alta,165,6,27,28,75,29,2024/04/15,m,c2,96456.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,16,3,bronquitis/bronquiolitis aguda,188,53,46,39,42,8,15.04.24,f,c3,132032.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,16,4,crisis asmática,80,8,6,22,37,7,15-04-2024,m,c1,140932.0,2024-04-15,2024.0,4.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,16,5,insuficiencia respiratoria aguda,89,3,7,7,30,42,15-04-2024,f,c5,59758.0,2024-04-15,2024.0,4.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,16,6,covid-19 sospecha/confirmada,74,2,12,11,42,7,15.04.24,sindato,c1,100198.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,16,1,influenza y neumonia,94,8,6,19,39,22,15-04-2024,f,c4,102179.0,2024-04-15,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,16,2,infeccion respiratoria aguda alta,159,17,23,22,71,26,15.04.24,m,c3,92347.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,16,3,bronquitis/bronquiolitis aguda,67,19,19,13,15,1,15-04-2024,m,c2,53824.0,2024-04-15,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,16,4,crisis asmática,129,3,27,37,57,5,15-04-2024,f,c5,114408.0,2024-04-15,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,16,5,insuficiencia respiratoria aguda,47,2,4,3,17,21,2024/04/15,f,c3,112639.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,16,6,covid-19 sospecha/confirmada,190,12,26,47,76,29,15.04.24,f,c4,104782.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,16,1,influenza y neumonia,235,15,25,33,96,66,15.04.24,f,c3,118950.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,16,2,infeccion respiratoria aguda alta,33,3,5,11,9,5,2024/04/15,m,c3,139688.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,16,3,bronquitis/bronquiolitis aguda,168,36,52,41,31,8,15.04.24,f,c5,89350.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,16,4,crisis asmática,181,8,8,50,97,18,2024/04/15,m,c1,120884.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,16,5,insuficiencia respiratoria aguda,112,3,5,12,37,55,15.04.24,f,c2,100853.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,16,6,covid-19 sospecha/confirmada,136,11,14,20,69,22,2024/04/15,f,c3,115565.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,17,1,influenza y neumonia,219,26,19,34,88,52,2024/04/22,m,c4,89010.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,17,2,infeccion respiratoria aguda alta,47,2,6,11,18,10,22.04.24,f,c5,97720.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,17,3,bronquitis/bronquiolitis aguda,143,40,32,31,31,9,22-04-2024,f,c2,125140.0,2024-04-22,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,17,4,crisis asmática,109,11,12,32,47,7,22-04-2024,m,c2,107144.0,2024-04-22,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,17,5,insuficiencia respiratoria aguda,216,6,12,14,73,111,22.04.24,m,c4,142536.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,17,6,covid-19 sospecha/confirmada,150,8,13,30,72,27,2024/04/22,m,c3,81551.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,17,1,influenza y neumonia,254,19,21,33,117,64,2024/04/22,m,c4,89226.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,17,2,infeccion respiratoria aguda alta,116,5,11,20,61,19,2024/04/22,m,c4,119569.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,17,3,bronquitis/bronquiolitis aguda,247,71,60,50,56,10,22-04-2024,f,c5,41519.0,2024-04-22,2024.0,4.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,17,4,crisis asmática,122,7,15,30,58,12,22.04.24,m,c5,136865.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,17,5,insuficiencia respiratoria aguda,73,2,2,6,17,46,2024/04/22,f,c2,55442.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,17,6,covid-19 sospecha/confirmada,139,8,21,27,64,19,2024/04/22,f,c3,81594.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,17,1,influenza y neumonia,75,5,9,12,28,21,22-04-2024,m,c5,93017.0,2024-04-22,2024.0,4.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,17,2,infeccion respiratoria aguda alta,131,9,17,34,51,20,2024/04/22,f,c4,123794.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,17,3,bronquitis/bronquiolitis aguda,78,22,15,20,18,3,22.04.24,f,c4,114365.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,17,4,crisis asmática,136,7,16,41,58,14,22-04-2024,f,c3,55366.0,2024-04-22,2024.0,4.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,17,5,insuficiencia respiratoria aguda,133,4,8,8,49,64,22.04.24,m,c2,116723.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,17,6,covid-19 sospecha/confirmada,46,2,5,12,21,6,22-04-2024,m,c2,114389.0,2024-04-22,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,17,1,influenza y neumonia,116,7,13,10,51,35,2024/04/22,m,c1,81258.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,17,2,infeccion respirat0ria agudaa alta,141,10,17,32,59,23,22.04.24,m,c4,100760.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,17,3,bronquitis/bronquiolitis aguda,36,10,11,4,11,0,2024/04/22,f,c4,62236.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,17,4,crisis asmática,156,11,18,55,57,15,22.04.24,f,c2,96219.0,,,,
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,17,5,insuficiencia respiratoria aguda,122,4,3,5,47,63,22-04-2024,m,c4,116895.0,2024-04-22,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,17,6,covid-19 sospecha/confirmada,79,6,11,12,38,12,22-04-2024,f,c1,99649.0,2024-04-22,2024.0,4.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,17,1,influenza y neumonia,89,7,5,18,37,22,22-04-2024,f,c4,116276.0,2024-04-22,2024.0,4.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,17,2,infeccion respiratoria aguda alta,184,13,16,38,89,28,22.04.24,f,c2,98643.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,17,3,bronquitis/bronquiolitis aguda,112,34,23,16,33,6,2024/04/22,m,c3,94103.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,17,4,crisis asmática,195,10,24,55,80,26,2024/04/22,m,c2,120033.0,,,,
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,17,5,insuficiencia respiratoria aguda,196,6,3,21,75,91,22-04-2024,m,c3,102369.0,2024-04-22,2024.0,4.0,monday
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2024,17,6,covid-19 sospecha/confirmada,183,12,19,36,89,27,2024/04/22,f,c2,22766.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,18,1,influenza y neumonia,188,11,18,22,77,60,2024/04/29,f,c5,67008.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,18,2,infeccion respiratoria aguda alta,106,4,12,11,60,19,29-04-2024,sindato,c5,103923.0,2024-04-29,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,18,3,bronquitis/bronquiolitis aguda,199,64,41,35,47,12,29-04-2024,m,c5,81350.0,2024-04-29,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,18,4,crisis asmática,135,1,14,39,67,14,29.04.24,m,c1,42047.0,,,,
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,18,5,insuficiencia respiratoria aguda,66,3,3,4,25,31,29-04-2024,m,c2,108306.0,2024-04-29,2024.0,4.0,monday
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2024,18,6,covid-19 sospecha/confirmada,187,21,24,40,84,18,29-04-2024,f,c3,64167.0,2024-04-29,2024.0,4.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,18,1,influenza y neumonia,157,10,16,23,72,36,29-04-2024,f,c2,120915.0,2024-04-29,2024.0,4.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,18,2,infeccion respiratoria aguda alta,98,3,13,19,51,12,29-04-2024,m,c3,113384.0,2024-04-29,2024.0,4.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,18,3,bronquitis/bronquiolitis aguda,92,23,23,19,24,3,29-04-2024,f,c3,97479.0,2024-04-29,2024.0,4.0,monday
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,18,4,crisis asmática,199,12,24,60,83,20,2024/04/29,m,c3,106140.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,18,5,insuficiencia respiratoria aguda,53,1,3,1,19,29,2024/04/29,f,c4,99993.0,,,,
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2024,18,6,covid-19 sospecha/confirmada,211,17,31,39,92,32,29.04.24,f,c4,50712.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,18,1,influenza y neumonia,108,9,11,16,49,23,2024/04/29,m,c5,119266.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,18,2,infeccion respiratoria aguda alta,171,11,21,29,79,31,29-04-2024,m,c3,43497.0,2024-04-29,2024.0,4.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,18,3,bronquitis/bronquiolitis aguda,92,23,26,21,17,5,29-04-2024,m,c2,85414.0,2024-04-29,2024.0,4.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,18,4,crisis asmática,157,9,20,48,62,18,2024/04/29,f,c4,138236.0,,,,
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,18,5,insuficiencia respiratoria aguda,96,5,2,5,36,48,29-04-2024,f,c4,92409.0,2024-04-29,2024.0,4.0,monday
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2024,18,6,covid-19 sospecha/confirmada,140,11,15,32,65,17,29-04-2024,m,c4,126320.0,2024-04-29,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,18,1,influenza y neumonia,47,1,7,5,23,11,29-04-2024,f,c2,64765.0,2024-04-29,2024.0,4.0,monday
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2024,18,2,infeccion respiratoria aguda alta,56,1,5,13,26,11,2024/04/29,f,c4,115499.0,,,,
